,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
0,0,12,0,0021600117,,,12:00,1,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,,,,8:11 PM
1,0,10,1,0021600117,Jump Ball Plumlee vs. Davis: Tip to Parker,,12:00,1,4.0,5,4,203101,Miles Plumlee,MIL,Milwaukee,1610612749.0,Bucks,203076,Anthony Davis,NOP,New Orleans,1610612740.0,Pelicans,203953,Jabari Parker,MIL,Milwaukee,1610612749.0,Bucks,,,,8:11 PM
2,42,1,2,0021600117,Dellavedova 2' Driving Layup (2 PTS) (Antetokounmpo 1 AST),,11:46,1,4.0,4,0,203521,Matthew Dellavedova,MIL,Milwaukee,1610612749.0,Bucks,203507,Giannis Antetokounmpo,MIL,Milwaukee,1610612749.0,Bucks,0,,,,,,0 - 2,2,,8:11 PM
3,2,6,3,0021600117,,,11:46,1,5.0,4,1,204025,Tim Frazier,NOP,New Orleans,1610612740.0,Pelicans,203521,Matthew Dellavedova,MIL,Milwaukee,1610612749.0,Bucks,0,,,,,,,,Frazier S.FOUL (P1.T1) (S.Anderson),8:11 PM
4,10,3,4,0021600117,Dellavedova Free Throw 1 of 1 (3 PTS),,11:46,1,4.0,0,0,203521,Matthew Dellavedova,MIL,Milwaukee,1610612749.0,Bucks,0,,,,,,0,,,,,,0 - 3,3,,8:11 PM
5,58,2,6,0021600117,,,11:27,1,5.0,0,0,203093,Terrence Jones,NOP,New Orleans,1610612740.0,Pelicans,0,,,,,,0,,,,,,,,MISS Jones 5' Turnaround Hook Shot,8:12 PM
6,0,4,7,0021600117,Antetokounmpo REBOUND (Off:0 Def:1),,11:26,1,4.0,0,0,203507,Giannis Antetokounmpo,MIL,Milwaukee,1610612749.0,Bucks,0,,,,,,0,,,,,,,,,8:12 PM
7,2,5,8,0021600117,Antetokounmpo Lost Ball Turnover (P1.T1),,11:21,1,4.0,5,0,203507,Giannis Antetokounmpo,MIL,Milwaukee,1610612749.0,Bucks,201967,Dante Cunningham,NOP,New Orleans,1610612740.0,Pelicans,0,,,,,,,,Cunningham STEAL (1 STL),8:12 PM
8,5,2,9,0021600117,,,11:15,1,5.0,0,0,202734,E'Twaun Moore,NOP,New Orleans,1610612740.0,Pelicans,0,,,,,,0,,,,,,,,MISS Moore 1' Layup,8:12 PM
9,0,4,11,0021600117,,,11:13,1,5.0,0,0,203093,Terrence Jones,NOP,New Orleans,1610612740.0,Pelicans,0,,,,,,0,,,,,,,,Jones REBOUND (Off:1 Def:0),8:12 PM
10,97,2,10,0021600117,,,11:13,1,5.0,0,0,203093,Terrence Jones,NOP,New Orleans,1610612740.0,Pelicans,0,,,,,,0,,,,,,,,MISS Jones 1' Tip Layup Shot,8:12 PM
11,0,4,12,0021600117,Parker REBOUND (Off:0 Def:1),,11:12,1,4.0,0,0,203953,Jabari Parker,MIL,Milwaukee,1610612749.0,Bucks,0,,,,,,0,,,,,,,,,8:12 PM
12,1,1,13,0021600117,Antetokounmpo 17' Jump Shot (2 PTS) (Dellavedova 1 AST),,11:04,1,4.0,4,0,203507,Giannis Antetokounmpo,MIL,Milwaukee,1610612749.0,Bucks,203521,Matthew Dellavedova,MIL,Milwaukee,1610612749.0,Bucks,0,,,,,,0 - 5,5,,8:12 PM
13,1,9,14,0021600117,,,10:59,1,3.0,0,0,1610612740,,,,,,0,,,,,,0,,,,,,,,Pelicans Timeout: Regular (Reg.1 Short 0),8:12 PM
14,1,1,16,0021600117,,,10:41,1,5.0,5,0,204025,Tim Frazier,NOP,New Orleans,1610612740.0,Pelicans,203076,Anthony Davis,NOP,New Orleans,1610612740.0,Pelicans,0,,,,,,3 - 5,2,Frazier 26' 3PT Jump Shot (3 PTS) (Davis 1 AST),8:15 PM
15,80,2,17,0021600117,MISS Dellavedova 14' Step Back Jump Shot,,10:11,1,4.0,0,0,203521,Matthew Dellavedova,MIL,Milwaukee,1610612749.0,Bucks,0,,,,,,0,,,,,,,,,8:15 PM
16,0,4,18,0021600117,,,10:10,1,5.0,0,0,201967,Dante Cunningham,NOP,New Orleans,1610612740.0,Pelicans,0,,,,,,0,,,,,,,,Cunningham REBOUND (Off:0 Def:1),8:15 PM
17,1,2,19,0021600117,,,9:58,1,5.0,0,0,201967,Dante Cunningham,NOP,New Orleans,1610612740.0,Pelicans,0,,,,,,0,,,,,,,,MISS Cunningham 24' 3PT Jump Shot,8:16 PM
18,0,4,20,0021600117,Snell REBOUND (Off:0 Def:1),,9:57,1,4.0,0,0,203503,Tony Snell,MIL,Milwaukee,1610612749.0,Bucks,0,,,,,,0,,,,,,,,,8:16 PM
19,57,2,21,0021600117,MISS Parker 6' Driving Hook Shot,,9:48,1,4.0,0,0,203953,Jabari Parker,MIL,Milwaukee,1610612749.0,Bucks,0,,,,,,0,,,,,,,,,8:16 PM
20,0,4,22,0021600117,,,9:47,1,5.0,0,0,202734,E'Twaun Moore,NOP,New Orleans,1610612740.0,Pelicans,0,,,,,,0,,,,,,,,Moore REBOUND (Off:0 Def:1),8:16 PM
21,1,1,23,0021600117,,,9:36,1,5.0,5,0,201967,Dante Cunningham,NOP,New Orleans,1610612740.0,Pelicans,202734,E'Twaun Moore,NOP,New Orleans,1610612740.0,Pelicans,0,,,,,,5 - 5,TIE,Cunningham 18' Jump Shot (2 PTS) (Moore 1 AST),8:16 PM
22,5,2,24,0021600117,MISS Plumlee  Layup,,9:19,1,4.0,0,5,203101,Miles Plumlee,MIL,Milwaukee,1610612749.0,Bucks,0,,,,,,201967,Dante Cunningham,NOP,New Orleans,1610612740.0,Pelicans,,,Cunningham BLOCK (1 BLK),8:16 PM
23,0,4,25,0021600117,,,9:17,1,5.0,0,0,204025,Tim Frazier,NOP,New Orleans,1610612740.0,Pelicans,0,,,,,,0,,,,,,,,Frazier REBOUND (Off:0 Def:1),8:16 PM
24,1,2,26,0021600117,,,9:11,1,5.0,0,0,202734,E'Twaun Moore,NOP,New Orleans,1610612740.0,Pelicans,0,,,,,,0,,,,,,,,MISS Moore 26' 3PT Jump Shot,8:16 PM
