,AGE,BLK,BLKA,CFID,CFPARAMS,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PF,PFD,PLAYER_ID,PLAYER_NAME,PTS_2ND_CHANCE,PTS_FB,PTS_OFF_TOV,PTS_PAINT,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,,13,16,5,"471,",41,28,546.646666667,147,131,232,450,62,0,471,,35,24,34,48,,,13,0.317
1,33.0,16,43,5,"920,1610612742",83,60,2558.34,703,747,919,2093,140,4,920,A.C. Green,176,80,100,296,DAL,1610612742.0,23,0.277
2,24.0,22,36,5,"243,1610612765",83,35,1690.38166667,425,331,572,1062,126,0,243,Aaron McKie,28,82,97,154,DET,1610612765.0,48,0.578
3,25.0,29,7,5,"1425,1610612763",33,29,585.878333333,189,161,242,522,66,0,1425,Aaron Williams,58,20,35,166,VAN,1610612763.0,4,0.121
4,27.0,28,8,5,"768,1610612749",47,33,521.083333333,134,181,184,454,61,0,768,Acie Earl,35,21,38,100,MIL,1610612749.0,14,0.298
5,27.0,13,13,5,"228,1610612762",62,14,955.981666667,239,190,360,674,94,1,228,Adam Keefe,54,42,44,134,UTA,1610612762.0,48,0.774
6,30.0,8,10,5,"154,1610612755",45,33,588.62,201,200,234,540,78,0,154,Adrian Caldwell,44,14,11,78,PHI,1610612755.0,12,0.267
7,24.0,6,16,5,"673,1610612737",30,10,517.425,173,155,209,466,69,0,673,Alan Henderson,45,13,46,132,ATL,1610612737.0,20,0.667
8,29.0,0,0,5,"1059,1610612757",8,4,63.435,10,6,23,44,3,0,1059,Aleksandar Djordjevic,3,0,2,4,POR,1610612757.0,4,0.5
9,26.0,18,35,5,"275,1610612752",81,25,2778.21833333,680,482,1004,1876,209,1,275,Allan Houston,97,144,202,258,NYK,1610612752.0,56,0.691
10,22.0,24,106,5,"947,1610612755",76,56,3122.05,1097,1137,1319,3193,221,0,947,Allen Iverson,168,331,342,726,PHI,1610612755.0,20,0.263
11,27.0,189,68,5,"297,1610612748",66,17,2395.445,619,434,806,1700,229,8,297,Alonzo Mourning,212,105,268,736,MIA,1610612748.0,49,0.742
12,38.0,14,7,5,"175,1610612738",53,45,534.65,137,170,206,470,81,1,175,Alton Lister,41,4,12,44,BOS,1610612738.0,8,0.151
13,23.0,5,3,5,"1043,1610612753",17,8,111.858333333,26,44,39,112,7,0,1043,Amal McCaskill,4,0,3,14,ORL,1610612753.0,9,0.529
14,24.0,27,29,5,"692,1610612744",71,45,1104.94,308,219,445,841,207,1,692,Andrew DeClercq,122,8,60,266,GSW,1610612744.0,26,0.366
15,31.0,47,22,5,"457,1610612749",52,28,1227.95,295,402,456,1044,122,0,457,Andrew Lang,69,34,32,192,MIL,1610612749.0,24,0.462
16,25.0,35,61,5,"358,1610612753",59,21,2286.53,674,752,761,2038,121,1,358,Anfernee Hardaway,101,190,254,532,ORL,1610612753.0,38,0.644
17,25.0,2,17,5,"924,1610612743",60,38,1234.59333333,385,278,445,1085,94,0,924,Anthony Goldwire,22,66,81,94,DEN,1610612743.0,22,0.367
18,30.0,33,67,5,"193,1610612766",73,25,3240.99666667,1025,706,1024,2744,196,3,193,Anthony Mason,180,82,166,666,CHH,1610612766.0,48,0.658
19,25.0,0,1,5,"292,1610612737",1,1,14.6,4,6,3,12,2,0,292,Anthony Miller,0,0,0,0,ATL,1610612737.0,0,0.0
20,27.0,17,47,5,"324,1610612763",72,60,2355.25,744,656,820,2160,154,0,324,Anthony Peeler,85,146,163,226,VAN,1610612763.0,12,0.167
21,35.0,63,24,5,"156,1610612762",82,18,1527.41333333,395,265,485,996,205,1,156,Antoine Carr,71,38,108,274,UTA,1610612762.0,64,0.78
22,20.0,53,119,5,"952,1610612738",82,67,3069.22,907,975,1161,3386,252,1,952,Antoine Walker,342,261,286,918,BOS,1610612738.0,15,0.183
23,28.0,84,66,5,"213,1610612754",82,43,2426.22833333,635,602,861,1640,233,10,213,Antonio Davis,156,79,150,474,IND,1610612754.0,39,0.476
24,26.0,4,2,5,"176,1610612760",6,0,28.9416666667,22,5,13,18,8,0,176,Antonio Harvey,0,6,6,6,SEA,1610612760.0,6,1.0
25,25.0,30,18,5,"226,1610612739",64,32,883.141666667,167,165,305,560,108,1,226,Antonio Lang,39,10,40,90,CLE,1610612739.0,32,0.5
26,22.0,126,71,5,"686,1610612743",74,55,2638.79666667,836,745,1022,2388,250,3,686,Antonio McDyess,161,151,185,624,DEN,1610612743.0,19,0.257
27,33.0,40,23,5,"288,1610612749",80,47,2123.375,604,782,824,1986,193,0,288,Armen Gilliam,126,75,132,352,MIL,1610612749.0,33,0.413
28,32.0,84,35,5,"717,1610612757",69,26,1813.34666667,482,438,603,1451,171,0,717,Arvydas Sabonis,130,20,119,506,POR,1610612757.0,43,0.623
29,25.0,3,6,5,"732,1610612764",31,15,150.426666667,52,25,49,132,29,0,732,Ashraf Amaya,10,2,5,22,WAS,1610612764.0,16,0.516
