,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,5,0,4,6,3,0.5,12,5,0.417,1,1,1.0,"DEC 30, 2016",0021600501,GSW vs. DAL,30,0,2,14,14,201939,4,22016,1,1,1,W,16.8,12.44,0.56270096463
1,7,0,6,6,3,0.5,18,9,0.5,7,7,1.0,"DEC 28, 2016",0021600485,GSW vs. TOR,36,1,3,27,28,201939,7,22016,0,2,1,W,28.0,21.08,0.664136622391
2,3,0,3,7,2,0.286,11,4,0.364,6,5,0.833,"DEC 25, 2016",0021600457,GSW @ CLE,37,0,4,-1,15,201939,3,22016,3,3,1,L,14.5945945946,13.64,0.549853372434
3,8,0,3,9,5,0.556,15,7,0.467,6,6,1.0,"DEC 23, 2016",0021600446,GSW @ DET,35,0,1,6,25,201939,3,22016,2,5,1,W,25.7142857143,17.64,0.708616780045
4,7,0,2,13,3,0.231,19,6,0.316,0,0,0.0,"DEC 22, 2016",0021600437,GSW @ BKN,33,0,5,25,15,201939,2,22016,5,2,1,W,16.3636363636,19.0,0.394736842105
5,4,0,3,9,4,0.444,18,8,0.444,5,5,1.0,"DEC 20, 2016",0021600427,GSW vs. UTA,30,0,0,27,25,201939,3,22016,3,0,1,W,30.0,20.2,0.618811881188
6,6,0,3,8,5,0.625,11,6,0.545,2,2,1.0,"DEC 17, 2016",0021600405,GSW vs. POR,27,0,3,21,19,201939,3,22016,0,3,1,W,25.3333333333,11.88,0.799663299663
7,8,0,9,8,2,0.25,14,3,0.214,0,0,0.0,"DEC 15, 2016",0021600388,GSW vs. NYK,34,1,0,20,8,201939,10,22016,1,3,1,W,8.47058823529,14.0,0.285714285714
8,7,0,2,9,5,0.556,23,11,0.478,4,3,0.75,"DEC 13, 2016",0021600371,GSW @ NOP,34,2,2,4,30,201939,4,22016,1,2,1,W,31.7647058824,24.76,0.605815831987
9,9,0,3,5,2,0.4,13,6,0.462,8,8,1.0,"DEC 11, 2016",0021600358,GSW @ MIN,32,1,3,-4,22,201939,4,22016,1,0,1,W,24.75,16.52,0.665859564165
10,3,0,6,11,3,0.273,14,4,0.286,6,6,1.0,"DEC 10, 2016",0021600351,GSW @ MEM,31,2,3,-24,17,201939,8,22016,0,4,1,L,19.7419354839,16.64,0.510817307692
11,2,0,5,9,3,0.333,16,7,0.438,9,9,1.0,"DEC 08, 2016",0021600335,GSW @ UTA,36,0,2,10,26,201939,5,22016,2,3,1,W,26.0,19.96,0.65130260521
12,6,0,4,8,0,0.0,16,7,0.438,5,5,1.0,"DEC 07, 2016",0021600330,GSW @ LAC,33,0,3,18,19,201939,4,22016,7,3,1,W,20.7272727273,18.2,0.521978021978
